countyname,year,total,party,pct,fips
FOND DU LAC,1864,6789,UNION REPUBLICAN,51.318309029312125,NA
FOND DU LAC,1868,9200,DEMOCRAT,48.54347826086956,NA
FOND DU LAC,1868,9200,MODERN REPUBLICAN,51.45652173913044,NA
FOND DU LAC,1872,8740,MODERN REPUBLICAN,49.107551487414185,NA
FOND DU LAC,1872,8740,LIBERAL REPUBLICAN,50.67505720823798,NA
FOND DU LAC,1872,8740,STRAIGHT DEMOCRAT,0.21739130434782608,NA
FOND DU LAC,1876,10572,DEMOCRAT,53.53764661369655,NA
FOND DU LAC,1876,10572,MODERN REPUBLICAN,45.82860385925085,NA
FOND DU LAC,1876,10572,SCATTERING,0.6337495270525918,NA
FOND DU LAC,1880,10005,DEMOCRAT,48.485757121439285,NA
FOND DU LAC,1880,10005,MODERN REPUBLICAN,46.80659670164918,NA
FOND DU LAC,1880,10005,GREENBACK,4.7076461769115445,NA
FOND DU LAC,1884,9658,DEMOCRAT,50.507351418513146,NA
FOND DU LAC,1884,9658,MODERN REPUBLICAN,44.26382273762684,NA
FOND DU LAC,1884,9658,GREENBACK,3.0130461793331955,NA
FOND DU LAC,1884,9658,PROHIBITION,2.215779664526817,NA
GRANT,1848,2941,WHIG,56.06936416184971,NA
GRANT,1848,2941,DEMOCRAT,39.03434206052363,NA
GRANT,1848,2941,FREE SOIL,4.896293777626657,NA
GRANT,1852,2849,WHIG,47.06914706914707,NA
GRANT,1852,2849,DEMOCRAT,48.402948402948404,NA
GRANT,1852,2849,FREE SOIL,4.527904527904528,NA
GRANT,1856,4414,DEMOCRAT,32.147711826008155,NA
GRANT,1856,4414,MODERN REPUBLICAN,63.638423198912555,NA
GRANT,1856,4414,AMERICAN,4.213864975079294,NA
GRANT,1860,5534,DEMOCRAT,34.73075533068305,NA
GRANT,1860,5534,MODERN REPUBLICAN,64.67293097217203,NA
GRANT,1860,5534,SOUTHERN DEMOCRAT,0.5963136971449223,NA
GRANT,1864,4808,DEMOCRAT,32.46672212978369,NA
GRANT,1864,4808,UNION REPUBLICAN,67.5332778702163,NA
GRANT,1868,6705,DEMOCRAT,30.887397464578676,NA
GRANT,1868,6705,MODERN REPUBLICAN,69.11260253542133,NA
GRANT,1872,6643,MODERN REPUBLICAN,64.83516483516483,NA
GRANT,1872,6643,LIBERAL REPUBLICAN,34.90892668974861,NA
GRANT,1872,6643,STRAIGHT DEMOCRAT,0.2559084750865573,NA
GRANT,1876,7961,DEMOCRAT,40.1708328099485,NA
GRANT,1876,7961,MODERN REPUBLICAN,59.3267177490265,NA
GRANT,1876,7961,GREENBACK,0.37683708076874767,NA
GRANT,1876,7961,SCATTERING,0.12561236025624922,NA
GRANT,1880,7871,DEMOCRAT,38.59738279761149,NA
GRANT,1880,7871,MODERN REPUBLICAN,59.128446194892646,NA
GRANT,1880,7871,GREENBACK,2.274171007495871,NA
GRANT,1884,7858,DEMOCRAT,41.35912445914991,NA
GRANT,1884,7858,MODERN REPUBLICAN,52.646983965385594,NA
GRANT,1884,7858,GREENBACK,1.578009671672181,NA
GRANT,1884,7858,PROHIBITION,4.415881903792314,NA
GREEN,1848,1157,WHIG,41.400172860847015,NA
GREEN,1848,1157,DEMOCRAT,33.7942955920484,NA
GREEN,1848,1157,FREE SOIL,24.805531547104582,NA
GREEN,1852,1710,WHIG,38.538011695906434,NA
GREEN,1852,1710,DEMOCRAT,50.58479532163743,NA
GREEN,1852,1710,FREE SOIL,10.87719298245614,NA
GREEN,1856,3123,DEMOCRAT,34.806276016650656,NA
GREEN,1856,3123,MODERN REPUBLICAN,64.16906820365034,NA
GREEN,1856,3123,AMERICAN,1.0246557796990072,NA
GREEN,1860,3706,DEMOCRAT,35.725849973016736,NA
GREEN,1860,3706,MODERN REPUBLICAN,64.00431732325957,NA
GREEN,1860,3706,SOUTHERN DEMOCRAT,0.26983270372369134,NA
GREEN,1864,3124,DEMOCRAT,35.43533930857875,NA
GREEN,1864,3124,UNION REPUBLICAN,64.56466069142125,NA
GREEN,1868,4085,DEMOCRAT,31.67686658506732,NA
GREEN,1868,4085,MODERN REPUBLICAN,68.32313341493268,NA
GREEN,1872,3729,MODERN REPUBLICAN,65.70126039152588,NA
GREEN,1872,3729,LIBERAL REPUBLICAN,33.41378385626173,NA
GREEN,1872,3729,STRAIGHT DEMOCRAT,0.8849557522123894,NA
GREEN,1876,5329,DEMOCRAT,32.55770313379621,NA
GREEN,1876,5329,MODERN REPUBLICAN,48.80840683054982,NA
GREEN,1876,5329,GREENBACK,2.308125351848377,NA
GREEN,1876,5329,SCATTERING,16.32576468380559,NA
GREEN,1880,4550,DEMOCRAT,33.53846153846154,NA
GREEN,1880,4550,MODERN REPUBLICAN,60.21978021978022,NA
GREEN,1880,4550,GREENBACK,6.241758241758242,NA
GREEN,1884,5099,DEMOCRAT,37.14453814473426,NA
GREEN,1884,5099,MODERN REPUBLICAN,50.36281623847814,NA
GREEN,1884,5099,GREENBACK,5.648166307119043,NA
GREEN,1884,5099,PROHIBITION,6.8444793096685625,NA
GREEN LAKE,1860,2682,DEMOCRAT,26.39821029082774,NA
GREEN LAKE,1860,2682,MODERN REPUBLICAN,72.96793437733035,NA
GREEN LAKE,1860,2682,SOUTHERN DEMOCRAT,0.633855331841909,NA
GREEN LAKE,1864,1949,DEMOCRAT,26.064648537711648,NA
GREEN LAKE,1864,1949,UNION REPUBLICAN,73.93535146228835,NA
GREEN LAKE,1868,2608,DEMOCRAT,30.866564417177916,NA
GREEN LAKE,1868,2608,MODERN REPUBLICAN,69.13343558282209,NA
GREEN LAKE,1872,2587,MODERN REPUBLICAN,59.567066099729416,NA
GREEN LAKE,1872,2587,LIBERAL REPUBLICAN,40.394279087746426,NA
GREEN LAKE,1872,2587,STRAIGHT DEMOCRAT,0.038654812524159254,NA
GREEN LAKE,1876,3253,DEMOCRAT,46.54165385797725,NA
GREEN LAKE,1876,3253,MODERN REPUBLICAN,53.45834614202275,NA
GREEN LAKE,1880,3039,DEMOCRAT,38.4995064165844,NA
GREEN LAKE,1880,3039,MODERN REPUBLICAN,58.045409674234946,NA
GREEN LAKE,1880,3039,GREENBACK,3.4550839091806513,NA
GREEN LAKE,1884,2983,DEMOCRAT,43.31210191082803,NA
GREEN LAKE,1884,2983,MODERN REPUBLICAN,51.12303050620181,NA
GREEN LAKE,1884,2983,GREENBACK,0.3687562856185049,NA
GREEN LAKE,1884,2983,PROHIBITION,5.19611129735166,NA
IOWA,1848,1850,WHIG,47.78378378378378,NA
IOWA,1848,1850,DEMOCRAT,45.83783783783784,NA
IOWA,1848,1850,FREE SOIL,6.378378378378378,NA
IOWA,1852,1870,WHIG,47.860962566844925,NA
IOWA,1852,1870,DEMOCRAT,50.6951871657754,NA
IOWA,1852,1870,FREE SOIL,1.4438502673796791,NA
IOWA,1856,2998,DEMOCRAT,49.166110740493664,NA
IOWA,1856,2998,MODERN REPUBLICAN,49.9332888592395,NA
IOWA,1856,2998,AMERICAN,0.9006004002668445,NA
IOWA,1860,3538,CONSTITUTIONAL UNION,0.05652911249293386,NA
IOWA,1860,3538,DEMOCRAT,44.68626342566422,NA
IOWA,1860,3538,MODERN REPUBLICAN,53.957037874505374,NA
IOWA,1860,3538,SOUTHERN DEMOCRAT,1.3001695873374788,NA
IOWA,1864,2706,DEMOCRAT,52.62379896526238,NA
IOWA,1864,2706,UNION REPUBLICAN,47.37620103473762,NA
IOWA,1868,4304,DEMOCRAT,45.515799256505574,NA
IOWA,1868,4304,MODERN REPUBLICAN,54.484200743494426,NA
IOWA,1872,4072,MODERN REPUBLICAN,51.03143418467584,NA
IOWA,1872,4072,LIBERAL REPUBLICAN,48.57563850687623,NA
IOWA,1872,4072,STRAIGHT DEMOCRAT,0.3929273084479371,NA
IOWA,1876,5015,DEMOCRAT,46.81954137587238,NA
IOWA,1876,5015,MODERN REPUBLICAN,52.86141575274177,NA
IOWA,1876,5015,GREENBACK,0.3190428713858425,NA
IOWA,1880,5063,DEMOCRAT,45.62512344459807,NA
IOWA,1880,5063,MODERN REPUBLICAN,52.81453683586806,NA
IOWA,1880,5063,GREENBACK,1.5603397195338733,NA
IOWA,1884,5149,DEMOCRAT,44.610604000776846,NA
IOWA,1884,5149,MODERN REPUBLICAN,47.834530976888715,NA
IOWA,1884,5149,GREENBACK,0.07768498737618955,NA
IOWA,1884,5149,PROHIBITION,7.477180034958245,NA
JACKSON,1856,456,DEMOCRAT,31.57894736842105,NA
JACKSON,1856,456,MODERN REPUBLICAN,67.10526315789474,NA
JACKSON,1856,456,AMERICAN,1.3157894736842104,NA
JACKSON,1860,861,DEMOCRAT,24.041811846689896,NA
JACKSON,1860,861,MODERN REPUBLICAN,75.9581881533101,NA
JACKSON,1864,887,DEMOCRAT,23.337091319052988,NA
JACKSON,1864,887,UNION REPUBLICAN,76.66290868094701,NA
JACKSON,1868,1431,DEMOCRAT,26.275331935709296,NA
JACKSON,1868,1431,MODERN REPUBLICAN,73.72466806429071,NA
JACKSON,1872,1314,MODERN REPUBLICAN,72.75494672754947,NA
JACKSON,1872,1314,LIBERAL REPUBLICAN,27.24505327245053,NA
JACKSON,1876,2278,DEMOCRAT,31.5188762071993,NA
JACKSON,1876,2278,MODERN REPUBLICAN,66.15452151009657,NA
JACKSON,1876,2278,GREENBACK,2.326602282704126,NA
JACKSON,1880,2575,DEMOCRAT,26.135922330097088,NA
JACKSON,1880,2575,MODERN REPUBLICAN,71.49514563106796,NA
JACKSON,1880,2575,GREENBACK,2.3689320388349517,NA
JACKSON,1884,3145,DEMOCRAT,30.683624801271858,NA
JACKSON,1884,3145,MODERN REPUBLICAN,65.50079491255963,NA
JACKSON,1884,3145,GREENBACK,2.5119236883942766,NA
JACKSON,1884,3145,PROHIBITION,1.3036565977742447,NA
JEFFERSON,1848,2115,WHIG,33.71158392434988,NA
JEFFERSON,1848,2115,DEMOCRAT,39.71631205673759,NA
JEFFERSON,1848,2115,FREE SOIL,26.57210401891253,NA
JEFFERSON,1852,3255,WHIG,36.95852534562212,NA
JEFFERSON,1852,3255,DEMOCRAT,52.01228878648233,NA
JEFFERSON,1852,3255,FREE SOIL,11.029185867895546,NA
JEFFERSON,1856,6730,DEMOCRAT,51.02526002971768,NA
JEFFERSON,1856,6730,MODERN REPUBLICAN,48.88558692421991,NA
JEFFERSON,1856,6730,AMERICAN,0.08915304606240713,NA
JEFFERSON,1860,5876,CONSTITUTIONAL UNION,0.017018379850238255,NA
JEFFERSON,1860,5876,DEMOCRAT,47.54935330156569,NA
JEFFERSON,1860,5876,MODERN REPUBLICAN,52.36555479918312,NA
JEFFERSON,1860,5876,SOUTHERN DEMOCRAT,0.06807351940095302,NA
JEFFERSON,1864,4899,DEMOCRAT,55.970606246172686,NA
JEFFERSON,1864,4899,UNION REPUBLICAN,44.029393753827314,NA
JEFFERSON,1868,6942,DEMOCRAT,53.97579948141746,NA
JEFFERSON,1868,6942,MODERN REPUBLICAN,46.02420051858254,NA
JEFFERSON,1872,6217,MODERN REPUBLICAN,41.49911532893679,NA
JEFFERSON,1872,6217,LIBERAL REPUBLICAN,57.246260254141866,NA
JEFFERSON,1872,6217,STRAIGHT DEMOCRAT,1.2546244169213447,NA
JEFFERSON,1876,7011,DEMOCRAT,58.96448438168592,NA
JEFFERSON,1876,7011,MODERN REPUBLICAN,40.992725716730845,NA
JEFFERSON,1876,7011,SCATTERING,0.04278990158322636,NA
JEFFERSON,1880,7065,DEMOCRAT,55.52724699221514,NA
JEFFERSON,1880,7065,MODERN REPUBLICAN,43.31210191082803,NA
JEFFERSON,1880,7065,GREENBACK,1.1606510969568293,NA
JEFFERSON,1884,7361,DEMOCRAT,57.42426300774351,NA
JEFFERSON,1884,7361,MODERN REPUBLICAN,39.55984241271566,NA
JEFFERSON,1884,7361,GREENBACK,0.17660643934248063,NA
JEFFERSON,1884,7361,PROHIBITION,2.8392881401983425,NA
JUNEAU,1860,1784,CONSTITUTIONAL UNION,0.2802690582959641,NA
JUNEAU,1860,1784,DEMOCRAT,41.31165919282511,NA
JUNEAU,1860,1784,MODERN REPUBLICAN,57.90358744394619,NA
JUNEAU,1860,1784,SOUTHERN DEMOCRAT,0.5044843049327354,NA
JUNEAU,1864,1463,DEMOCRAT,46.958304853041696,NA
JUNEAU,1864,1463,UNION REPUBLICAN,53.041695146958304,NA
JUNEAU,1868,2558,DEMOCRAT,43.54964816262705,NA
JUNEAU,1868,2558,MODERN REPUBLICAN,56.45035183737295,NA
JUNEAU,1872,2489,MODERN REPUBLICAN,57.09120128565689,NA
JUNEAU,1872,2489,LIBERAL REPUBLICAN,42.908798714343114,NA
JUNEAU,1876,3193,DEMOCRAT,45.66238647040401,NA
JUNEAU,1876,3193,MODERN REPUBLICAN,53.67992483557783,NA
JUNEAU,1876,3193,GREENBACK,0.6263701847792045,NA
JUNEAU,1876,3193,PROHIBITION,0.03131850923896023,NA
JUNEAU,1880,3393,DEMOCRAT,42.79398762157383,NA
JUNEAU,1880,3393,MODERN REPUBLICAN,53.66931918656057,NA
JUNEAU,1880,3393,GREENBACK,3.5366931918656057,NA
JUNEAU,1884,3873,DEMOCRAT,44.15182029434547,NA
JUNEAU,1884,3873,MODERN REPUBLICAN,51.949393235218174,NA
JUNEAU,1884,3873,GREENBACK,0.6713142266976504,NA
JUNEAU,1884,3873,PROHIBITION,3.2274722437387036,NA
KENOSHA,1852,1709,WHIG,28.26214160327677,NA
KENOSHA,1852,1709,DEMOCRAT,34.52311293153891,NA
KENOSHA,1852,1709,FREE SOIL,37.214745465184315,NA
KENOSHA,1856,2339,DEMOCRAT,35.52800342026507,NA
KENOSHA,1856,2339,MODERN REPUBLICAN,64.47199657973492,NA
KENOSHA,1860,2561,DEMOCRAT,35.92346739554861,NA
KENOSHA,1860,2561,MODERN REPUBLICAN,63.92034361577509,NA
KENOSHA,1860,2561,SOUTHERN DEMOCRAT,0.15618898867629832,NA
KENOSHA,1864,2197,DEMOCRAT,40.00910332271279,NA
KENOSHA,1864,2197,UNION REPUBLICAN,59.99089667728721,NA
KENOSHA,1868,2724,DEMOCRAT,43.83259911894273,NA
KENOSHA,1868,2724,MODERN REPUBLICAN,56.167400881057276,NA
KENOSHA,1872,2623,MODERN REPUBLICAN,53.67899351887152,NA
KENOSHA,1872,2623,LIBERAL REPUBLICAN,46.32100648112848,NA
KENOSHA,1876,3044,DEMOCRAT,47.04336399474376,NA
KENOSHA,1876,3044,MODERN REPUBLICAN,52.890932982917214,NA
KENOSHA,1876,3044,GREENBACK,0.0328515111695138,NA
KENOSHA,1876,3044,SCATTERING,0.0328515111695138,NA
KENOSHA,1880,3087,DEMOCRAT,45.70780693229673,NA
KENOSHA,1880,3087,MODERN REPUBLICAN,54.29219306770327,NA
KENOSHA,1884,3292,DEMOCRAT,47.29647630619684,NA
KENOSHA,1884,3292,MODERN REPUBLICAN,51.79222357229648,NA
KENOSHA,1884,3292,PROHIBITION,0.9113001215066828,NA
KEWAUNEE,1852,28,WHIG,17.857142857142858,NA
KEWAUNEE,1852,28,DEMOCRAT,82.14285714285714,NA
KEWAUNEE,1856,295,DEMOCRAT,69.83050847457626,NA
KEWAUNEE,1856,295,MODERN REPUBLICAN,30.16949152542373,NA
KEWAUNEE,1860,1014,DEMOCRAT,67.85009861932939,NA
KEWAUNEE,1860,1014,MODERN REPUBLICAN,32.149901380670606,NA
KEWAUNEE,1864,910,DEMOCRAT,82.74725274725274,NA
KEWAUNEE,1864,910,UNION REPUBLICAN,17.252747252747252,NA
KEWAUNEE,1868,1496,DEMOCRAT,56.88502673796791,NA
KEWAUNEE,1868,1496,MODERN REPUBLICAN,43.11497326203209,NA
KEWAUNEE,1872,1515,MODERN REPUBLICAN,33.2013201320132,NA
KEWAUNEE,1872,1515,LIBERAL REPUBLICAN,66.7986798679868,NA
KEWAUNEE,1876,2215,DEMOCRAT,74.6726862302483,NA
KEWAUNEE,1876,2215,MODERN REPUBLICAN,25.32731376975169,NA
KEWAUNEE,1880,2362,DEMOCRAT,66.34208298052498,NA
KEWAUNEE,1880,2362,MODERN REPUBLICAN,33.65791701947502,NA
KEWAUNEE,1884,2761,DEMOCRAT,72.654835204636,NA
KEWAUNEE,1884,2761,MODERN REPUBLICAN,27.01919594349873,NA
KEWAUNEE,1884,2761,PROHIBITION,0.3259688518652662,NA
LA CROSSE,1852,473,WHIG,38.47780126849894,NA
LA CROSSE,1852,473,DEMOCRAT,59.40803382663847,NA
LA CROSSE,1852,473,FREE SOIL,2.1141649048625792,NA
LA CROSSE,1856,1553,DEMOCRAT,34.83580167417901,NA
LA CROSSE,1856,1553,MODERN REPUBLICAN,63.55441081777206,NA
LA CROSSE,1856,1553,AMERICAN,1.6097875080489377,NA
LA CROSSE,1860,2325,CONSTITUTIONAL UNION,0.7741935483870968,NA
LA CROSSE,1860,2325,DEMOCRAT,32.903225806451616,NA
LA CROSSE,1860,2325,MODERN REPUBLICAN,63.526881720430104,NA
LA CROSSE,1860,2325,SOUTHERN DEMOCRAT,2.795698924731183,NA
LA CROSSE,1864,2435,DEMOCRAT,37.125256673511295,NA
LA CROSSE,1864,2435,UNION REPUBLICAN,62.874743326488705,NA
LA CROSSE,1868,3756,DEMOCRAT,36.9542066027689,NA
LA CROSSE,1868,3756,MODERN REPUBLICAN,63.0457933972311,NA
LA CROSSE,1872,4162,MODERN REPUBLICAN,52.30658337337818,NA
LA CROSSE,1872,4162,LIBERAL REPUBLICAN,47.23690533397405,NA
LA CROSSE,1872,4162,STRAIGHT DEMOCRAT,0.45651129264776547,NA
LA CROSSE,1876,5175,DEMOCRAT,47.94202898550724,NA
LA CROSSE,1876,5175,MODERN REPUBLICAN,51.091787439613526,NA
LA CROSSE,1876,5175,GREENBACK,0.6570048309178743,NA
LA CROSSE,1876,5175,COMMUNIST,0.2898550724637681,NA
LA CROSSE,1876,5175,SCATTERING,0.01932367149758454,NA
LA CROSSE,1880,4857,DEMOCRAT,41.07473749227918,NA
LA CROSSE,1880,4857,MODERN REPUBLICAN,56.22812435659872,NA
LA CROSSE,1880,4857,GREENBACK,2.697138151122092,NA
LA CROSSE,1884,7363,DEMOCRAT,46.74724976232514,NA
LA CROSSE,1884,7363,MODERN REPUBLICAN,51.33776993073476,NA
LA CROSSE,1884,7363,GREENBACK,0.21730272986554394,NA
LA CROSSE,1884,7363,PROHIBITION,1.697677577074562,NA
LAFAYETTE,1848,2053,WHIG,44.86117876278617,NA
LAFAYETTE,1848,2053,DEMOCRAT,53.628835849975644,NA
LAFAYETTE,1848,2053,FREE SOIL,1.509985387238188,NA
LAFAYETTE,1852,2255,WHIG,37.6940133037694,NA
LAFAYETTE,1852,2255,DEMOCRAT,61.59645232815964,NA
LAFAYETTE,1852,2255,FREE SOIL,0.7095343680709534,NA
LAFAYETTE,1856,3156,DEMOCRAT,54.562737642585546,NA
LAFAYETTE,1856,3156,MODERN REPUBLICAN,44.835234474017746,NA
LAFAYETTE,1856,3156,AMERICAN,0.6020278833967047,NA
LAFAYETTE,1860,3690,CONSTITUTIONAL UNION,0.24390243902439024,NA
LAFAYETTE,1860,3690,DEMOCRAT,51.43631436314363,NA
LAFAYETTE,1860,3690,MODERN REPUBLICAN,47.046070460704605,NA
LAFAYETTE,1860,3690,SOUTHERN DEMOCRAT,1.2737127371273713,NA
LAFAYETTE,1864,3183,DEMOCRAT,53.78573672635878,NA
LAFAYETTE,1864,3183,UNION REPUBLICAN,46.21426327364122,NA
LAFAYETTE,1868,4357,DEMOCRAT,49.02455818223548,NA
LAFAYETTE,1868,4357,MODERN REPUBLICAN,50.97544181776452,NA
LAFAYETTE,1872,4088,MODERN REPUBLICAN,50.905088062622305,NA
LAFAYETTE,1872,4088,LIBERAL REPUBLICAN,46.67318982387476,NA
LAFAYETTE,1872,4088,STRAIGHT DEMOCRAT,2.4217221135029354,NA
LAFAYETTE,1876,4763,DEMOCRAT,48.26789838337183,NA
LAFAYETTE,1876,4763,MODERN REPUBLICAN,50.8922947722024,NA
LAFAYETTE,1876,4763,GREENBACK,0.20995171110644553,NA
LAFAYETTE,1876,4763,SCATTERING,0.6298551333193365,NA
LAFAYETTE,1880,4804,DEMOCRAT,45.42048293089093,NA
LAFAYETTE,1880,4804,MODERN REPUBLICAN,52.89342214820982,NA
LAFAYETTE,1880,4804,GREENBACK,1.6860949208992508,NA
LAFAYETTE,1884,4965,DEMOCRAT,44.269889224572005,NA
LAFAYETTE,1884,4965,MODERN REPUBLICAN,50.17119838872105,NA
LAFAYETTE,1884,4965,GREENBACK,0.9264853977844915,NA
LAFAYETTE,1884,4965,PROHIBITION,4.632426988922457,NA
LANGLADE,1884,1238,DEMOCRAT,50.72697899838449,NA
LANGLADE,1884,1238,MODERN REPUBLICAN,45.153473344103396,NA
LANGLADE,1884,1238,GREENBACK,2.2617124394184165,NA
LANGLADE,1884,1238,PROHIBITION,1.8578352180936994,NA
LINCOLN,1876,316,DEMOCRAT,55.06329113924051,NA
LINCOLN,1876,316,MODERN REPUBLICAN,22.468354430379748,NA
LINCOLN,1876,316,GREENBACK,22.468354430379748,NA
LINCOLN,1880,703,DEMOCRAT,37.26884779516359,NA
LINCOLN,1880,703,MODERN REPUBLICAN,52.63157894736842,NA
LINCOLN,1880,703,GREENBACK,10.099573257467995,NA
LINCOLN,1884,2106,DEMOCRAT,46.96106362773029,NA
LINCOLN,1884,2106,MODERN REPUBLICAN,51.13960113960114,NA
LINCOLN,1884,2106,GREENBACK,1.2345679012345678,NA
LINCOLN,1884,2106,PROHIBITION,0.6647673314339981,NA
MANITOWOC,1848,306,WHIG,25.163398692810457,NA
MANITOWOC,1848,306,DEMOCRAT,51.9607843137255,NA
MANITOWOC,1848,306,FREE SOIL,22.875816993464053,NA
MANITOWOC,1852,1092,WHIG,19.13919413919414,NA
MANITOWOC,1852,1092,DEMOCRAT,80.03663003663004,NA
MANITOWOC,1852,1092,FREE SOIL,0.8241758241758242,NA
MANITOWOC,1856,3084,DEMOCRAT,61.835278858625166,NA
MANITOWOC,1856,3084,MODERN REPUBLICAN,38.164721141374834,NA
MANITOWOC,1860,3998,DEMOCRAT,48.699349674837414,NA
MANITOWOC,1860,3998,MODERN REPUBLICAN,51.05052526263132,NA
MANITOWOC,1860,3998,SOUTHERN DEMOCRAT,0.25012506253126565,NA
MANITOWOC,1864,3427,DEMOCRAT,65.59673183542458,NA
MANITOWOC,1864,3427,UNION REPUBLICAN,34.40326816457543,NA
MANITOWOC,1868,5245,DEMOCRAT,50.333651096282175,NA
MANITOWOC,1868,5245,MODERN REPUBLICAN,49.666348903717825,NA
MANITOWOC,1872,4966,MODERN REPUBLICAN,46.09343536045107,NA
MANITOWOC,1872,4966,LIBERAL REPUBLICAN,53.90656463954894,NA
MANITOWOC,1876,6638,DEMOCRAT,58.8731545646279,NA
MANITOWOC,1876,6638,MODERN REPUBLICAN,40.67490207893944,NA
MANITOWOC,1876,6638,SCATTERING,0.4519433564326604,NA
MANITOWOC,1880,6665,DEMOCRAT,55.15378844711177,NA
MANITOWOC,1880,6665,MODERN REPUBLICAN,44.83120780195049,NA
MANITOWOC,1880,6665,GREENBACK,0.015003750937734435,NA
MANITOWOC,1884,6768,DEMOCRAT,62.10106382978723,NA
MANITOWOC,1884,6768,MODERN REPUBLICAN,37.307919621749406,NA
MANITOWOC,1884,6768,GREENBACK,0.044326241134751775,NA
MANITOWOC,1884,6768,PROHIBITION,0.5466903073286052,NA
MARATHON,1852,342,WHIG,40.93567251461988,NA
MARATHON,1852,342,DEMOCRAT,59.06432748538012,NA
MARATHON,1856,477,DEMOCRAT,43.39622641509434,NA
MARATHON,1856,477,MODERN REPUBLICAN,56.39412997903563,NA
MARATHON,1856,477,AMERICAN,0.20964360587002098,NA
MARATHON,1860,705,CONSTITUTIONAL UNION,0.14184397163120568,NA
MARATHON,1860,705,DEMOCRAT,68.22695035460993,NA
MARATHON,1860,705,MODERN REPUBLICAN,31.06382978723404,NA
MARATHON,1860,705,SOUTHERN DEMOCRAT,0.5673758865248227,NA
MARATHON,1864,663,DEMOCRAT,79.48717948717949,NA
MARATHON,1864,663,UNION REPUBLICAN,20.51282051282051,NA
MARATHON,1868,997,DEMOCRAT,79.037111334002,NA
MARATHON,1868,997,MODERN REPUBLICAN,20.962888665997994,NA
MARATHON,1872,1440,MODERN REPUBLICAN,34.09722222222222,NA
MARATHON,1872,1440,LIBERAL REPUBLICAN,63.263888888888886,NA
MARATHON,1872,1440,STRAIGHT DEMOCRAT,2.638888888888889,NA
MARATHON,1876,2490,DEMOCRAT,72.1285140562249,NA
MARATHON,1876,2490,MODERN REPUBLICAN,26.827309236947794,NA
MARATHON,1876,2490,GREENBACK,0.8835341365461846,NA
MARATHON,1876,2490,SCATTERING,0.1606425702811245,NA
MARATHON,1880,3315,DEMOCRAT,59.63800904977376,NA
MARATHON,1880,3315,MODERN REPUBLICAN,30.920060331825038,NA
MARATHON,1880,3315,GREENBACK,9.441930618401207,NA
MARATHON,1884,5589,DEMOCRAT,60.08230452674898,NA
MARATHON,1884,5589,MODERN REPUBLICAN,38.36106638039005,NA
MARATHON,1884,5589,GREENBACK,1.1629987475398105,NA
MARATHON,1884,5589,PROHIBITION,0.3936303453211666,NA
MARINETTE,1880,1911,DEMOCRAT,30.298273155416013,NA
MARINETTE,1880,1911,MODERN REPUBLICAN,69.70172684458399,NA
MARINETTE,1884,3052,DEMOCRAT,30.275229357798167,NA
MARINETTE,1884,3052,MODERN REPUBLICAN,66.3826998689384,NA
MARINETTE,1884,3052,GREENBACK,0.0327653997378768,NA
MARINETTE,1884,3052,PROHIBITION,3.309305373525557,NA
MARQUETTE,1848,562,WHIG,38.07829181494662,NA
MARQUETTE,1848,562,DEMOCRAT,30.96085409252669,NA
MARQUETTE,1848,562,FREE SOIL,30.96085409252669,NA
MARQUETTE,1852,1962,WHIG,38.1243628950051,NA
MARQUETTE,1852,1962,DEMOCRAT,50.05096839959226,NA
MARQUETTE,1852,1962,FREE SOIL,11.824668705402651,NA
MARQUETTE,1856,3569,DEMOCRAT,28.915662650602407,NA
MARQUETTE,1856,3569,MODERN REPUBLICAN,70.5519753432334,NA
MARQUETTE,1856,3569,AMERICAN,0.5323620061641917,NA
MARQUETTE,1860,1669,DEMOCRAT,52.84601557819053,NA
MARQUETTE,1860,1669,MODERN REPUBLICAN,46.79448771719593,NA
MARQUETTE,1860,1669,SOUTHERN DEMOCRAT,0.35949670461354105,NA
MARQUETTE,1864,1084,DEMOCRAT,59.68634686346863,NA
MARQUETTE,1864,1084,UNION REPUBLICAN,40.313653136531364,NA
MARQUETTE,1868,1586,DEMOCRAT,58.00756620428752,NA
MARQUETTE,1868,1586,MODERN REPUBLICAN,41.992433795712486,NA
MARQUETTE,1872,1553,MODERN REPUBLICAN,41.40373470701867,NA
MARQUETTE,1872,1553,LIBERAL REPUBLICAN,58.59626529298133,NA
MARQUETTE,1876,1809,DEMOCRAT,61.47042564953013,NA
MARQUETTE,1876,1809,MODERN REPUBLICAN,38.52957435046987,NA
MARQUETTE,1880,1908,DEMOCRAT,51.57232704402516,NA
MARQUETTE,1880,1908,MODERN REPUBLICAN,47.43186582809224,NA
MARQUETTE,1880,1908,GREENBACK,0.9958071278825996,NA
MARQUETTE,1884,2064,DEMOCRAT,52.22868217054264,NA
MARQUETTE,1884,2064,MODERN REPUBLICAN,45.542635658914726,NA
MARQUETTE,1884,2064,GREENBACK,0.3391472868217054,NA
MARQUETTE,1884,2064,PROHIBITION,1.88953488372093,NA
MILWAUKEE,1848,3966,WHIG,29.979828542612204,NA
MILWAUKEE,1848,3966,DEMOCRAT,54.236006051437215,NA
MILWAUKEE,1848,3966,FREE SOIL,15.784165405950578,NA
MILWAUKEE,1852,6183,WHIG,32.621704674106425,NA
